0,30.2993946,35.123382,0.0,None
1,30.29853,35.12037,None,None
2,30.29814,35.11899,None,None
3,30.29801,35.11859,None,None
4,30.29793,35.11837,None,None
5,30.29769,35.11782,None,None
6,30.29676,35.1158,None,None
7,30.29485,35.11161,None,None
8,30.29429,35.11038,None,None
9,30.29371,35.10905,None,None
10,30.29323,35.10786,None,None
11,30.29297,35.10716,None,None
12,30.29216,35.10501,None,None
13,30.29195,35.10437,None,None
14,30.29182,35.10394,None,None
15,30.29163,35.10325,None,None
16,30.29147,35.10255,None,None
17,30.29133,35.10171,None,None
18,30.29127,35.1012,None,None
19,30.2912,35.10055,None,None
20,30.29098,35.09708,None,None
21,30.2908,35.09453,None,None
22,30.2907,35.09281,None,None
23,30.2906,35.0911,None,None
24,30.29048,35.0893,None,None
25,30.29036,35.08736,None,None
26,30.29027,35.08615,None,None
27,30.29003,35.08245,None,None
28,30.29001,35.08207,None,None
29,30.28997,35.08163,None,None
30,30.28991,35.08119,None,None
31,30.28982,35.08068,None,None
32,30.28968,35.08007,None,None
33,30.28953,35.07957,None,None
34,30.28936,35.07904,None,None
35,30.28919,35.07858,None,None
36,30.28902,35.07819,None,None
37,30.28892,35.07796,None,None
38,30.28858,35.07734,None,None
39,30.28765,35.07556,None,None
40,30.28697,35.07429,None,None
41,30.28526,35.07108,None,None
42,30.2847,35.07003,None,None
43,30.2845,35.06961,None,None
44,30.28438,35.06931,None,None
45,30.28417,35.06879,None,None
46,30.28402,35.06836,None,None
47,30.28272,35.06381,None,None
48,30.28208,35.06162,None,None
49,30.28017,35.05491,None,None
50,30.28,35.05433,None,None
51,30.27977,35.05349,None,None
52,30.27955,35.05254,None,None
53,30.27929,35.05124,None,None
54,30.2791,35.05001,None,None
55,30.27892,35.04834,None,None
56,30.27889,35.04783,None,None
57,30.27885,35.04694,None,None
58,30.27885,35.04643,None,None
59,30.27885,35.04598,None,None
60,30.27886,35.04524,None,None
61,30.27894,35.04216,None,None
62,30.27902,35.0396,None,None
63,30.27912,35.03588,None,None
64,30.27918,35.03362,None,None
65,30.27926,35.03087,None,None
66,30.2793,35.0293,None,None
67,30.27931,35.02874,None,None
68,30.27931,35.02827,None,None
69,30.27928,35.02756,None,None
70,30.27923,35.02686,None,None
71,30.27912,35.02619,None,None
72,30.27902,35.02571,None,None
73,30.2788,35.02485,None,None
74,30.27839,35.02314,None,None
75,30.27828,35.02278,None,None
76,30.27813,35.02238,None,None
77,30.27799,35.02206,None,None
78,30.27781,35.0218,None,None
79,30.2777,35.02165,None,None
80,30.27764,35.02157,None,None
81,30.2774,35.0213,None,None
82,30.27724,35.02117,None,None
83,30.27707,35.02102,None,None
84,30.2770668,35.0210248,None,None
85,30.27667,35.02077,None,None
86,30.27647,35.02067,None,None
87,30.27629,35.0206,None,None
88,30.27618,35.02056,None,None
89,30.27612,35.02055,None,None
90,30.2761249,35.0205479,None,None
91,30.2761249,35.0205479,None,None
92,30.27608,35.02054,None,None
93,30.27584,35.02049,None,None
94,30.27543,35.02043,None,None
95,30.27517,35.02042,None,None
96,30.27499,35.02044,None,None
97,30.27473,35.02048,None,None
98,30.27426,35.02061,None,None
99,30.27348,35.02083,None,None
100,30.27243,35.02114,None,None
101,30.27171,35.02137,None,None
102,30.27037,35.02189,None,None
103,30.26938,35.02228,None,None
104,30.26854,35.0226,None,None
105,30.26812,35.02276,None,None
106,30.26765,35.02292,None,None
107,30.2673,35.02301,None,None
108,30.26713,35.02305,None,None
109,30.26701,35.02306,None,None
110,30.26669,35.02308,None,None
111,30.26625,35.0231,None,None
112,30.26589,35.0231,None,None
113,30.26505,35.02309,None,None
114,30.26392,35.02309,None,None
115,30.26297,35.02311,None,None
116,30.26223,35.02318,None,None
117,30.26192,35.02321,None,None
118,30.26169,35.02326,None,None
119,30.26113,35.02338,None,None
120,30.26026,35.02359,None,None
121,30.25966,35.02375,None,None
122,30.2585,35.02405,None,None
123,30.25805,35.02417,None,None
124,30.2578,35.02422,None,None
125,30.25757,35.02426,None,None
126,30.25744,35.02428,None,None
127,30.25724,35.0243,None,None
128,30.257,35.02431,None,None
129,30.25675,35.02431,None,None
130,30.2565,35.02429,None,None
131,30.25628,35.02427,None,None
132,30.25598,35.0242,None,None
133,30.25571,35.02413,None,None
134,30.25517,35.02397,None,None
135,30.25464,35.02382,None,None
136,30.25395,35.02361,None,None
137,30.25317,35.02336,None,None
138,30.25267,35.02321,None,None
139,30.25234,35.02314,None,None
140,30.25208,35.02309,None,None
141,30.25186,35.02306,None,None
142,30.25142,35.02302,None,None
143,30.25021,35.02296,None,None
144,30.24885,35.02289,None,None
145,30.24754,35.02283,None,None
146,30.24662,35.02279,None,None
147,30.24558,35.02273,None,None
148,30.24402,35.02265,None,None
149,30.24258,35.02258,None,None
150,30.24118,35.02249,None,None
151,30.23893,35.02239,None,None
152,30.23866,35.02237,None,None
153,30.23831,35.02233,None,None
154,30.23795,35.02226,None,None
155,30.2377,35.02218,None,None
156,30.23741,35.02208,None,None
157,30.23703,35.02193,None,None
158,30.23689,35.02186,None,None
159,30.23661,35.02168,None,None
160,30.23578,35.02111,None,None
161,30.2351,35.02062,None,None
162,30.2344,35.02014,None,None
163,30.23345,35.01947,None,None
164,30.23293,35.01915,None,None
165,30.23258,35.01896,None,None
166,30.23211,35.0187,None,None
167,30.23168,35.01848,None,None
168,30.23091,35.01813,None,None
169,30.23,35.01774,None,None
170,30.22884,35.01729,None,None
171,30.22743,35.01673,None,None
172,30.22585,35.01611,None,None
173,30.22485,35.01571,None,None
174,30.22372,35.01528,None,None
175,30.22188,35.01454,None,None
176,30.22081,35.01411,None,None
177,30.22031,35.0139,None,None
178,30.22008,35.0138,None,None
179,30.21983,35.01366,None,None
180,30.21945,35.01344,None,None
181,30.21855,35.01285,None,None
182,30.21791,35.01246,None,None
183,30.21722,35.01207,None,None
184,30.21659,35.01178,None,None
185,30.21626,35.01163,None,None
186,30.21604,35.01154,None,None
187,30.21576,35.01146,None,None
188,30.21553,35.01141,None,None
189,30.21476,35.01125,None,None
190,30.21401,35.01113,None,None
191,30.21318,35.01099,None,None
192,30.21113,35.01064,None,None
193,30.20848,35.01018,None,None
